
. pi: 0.239345 0.106515 0.288624 0.365515 rr: 1.000000 7.804842 1.000000 1.000000 7.804842 1.000000 (    0     0)
@@@SIM,0.000000,1.000000,1.000000
@@@SIM,0.000100,0.999980,0.716127
@@@SIM,0.000200,0.999960,0.674860
@@@SIM,0.000300,0.999960,0.647720
@@@SIM,0.000400,0.999920,0.628173
@@@SIM,0.000500,0.999880,0.611807
@@@SIM,0.000600,0.999880,0.598353
@@@SIM,0.000700,0.999860,0.587160
@@@SIM,0.000800,0.999860,0.576360
@@@SIM,0.000900,0.999860,0.567127
@@@SIM,0.001000,0.999840,0.558073
@@@SIM,0.001100,0.999780,0.550107
@@@SIM,0.001200,0.999720,0.542280
@@@SIM,0.001300,0.999700,0.535293
@@@SIM,0.001400,0.999640,0.528760
@@@SIM,0.001500,0.999620,0.522760
@@@SIM,0.001600,0.999620,0.516747
@@@SIM,0.001700,0.999620,0.511113
@@@SIM,0.001800,0.999580,0.505960
@@@SIM,0.001900,0.999580,0.501047
@@@SIM,0.002000,0.999560,0.496100
@@@SIM,0.002100,0.999520,0.491567
@@@SIM,0.002200,0.999480,0.487213
@@@SIM,0.002300,0.999400,0.483120
@@@SIM,0.002400,0.999400,0.478953
@@@SIM,0.002500,0.999360,0.474933
@@@SIM,0.002600,0.999320,0.470827
@@@SIM,0.002700,0.999280,0.467267
@@@SIM,0.002800,0.999240,0.463467
@@@SIM,0.002900,0.999180,0.460000
@@@SIM,0.003000,0.999140,0.456480
@@@SIM,0.003100,0.999140,0.453027
@@@SIM,0.003200,0.999100,0.449793
@@@SIM,0.003300,0.999080,0.446627
@@@SIM,0.003400,0.999080,0.443260
@@@SIM,0.003500,0.999080,0.440320
@@@SIM,0.003600,0.999080,0.437233
@@@SIM,0.003700,0.999040,0.434593
@@@SIM,0.003800,0.999020,0.432100
@@@SIM,0.003900,0.999000,0.429813
@@@SIM,0.004000,0.998940,0.427307
@@@SIM,0.004100,0.998900,0.424800
@@@SIM,0.004200,0.998840,0.422280
@@@SIM,0.004300,0.998820,0.420073
@@@SIM,0.004400,0.998740,0.417887
@@@SIM,0.004500,0.998740,0.415493
@@@SIM,0.004600,0.998720,0.413400
@@@SIM,0.004700,0.998700,0.411533
@@@SIM,0.004800,0.998660,0.409187
@@@SIM,0.004900,0.998660,0.406960
@@@SIM,0.005000,0.998640,0.404727
@@@SIM,0.005100,0.998620,0.402733
