
. pi: 0.250000 0.250000 0.250000 0.250000 rr: 1.000000 5.009331 1.000000 1.000000 5.009331 1.000000 (    0     0)
@@@SIM,0.000000,1.000000,1.000000
@@@SIM,0.000100,0.999980,0.743147
@@@SIM,0.000200,0.999960,0.705307
@@@SIM,0.000300,0.999940,0.681487
@@@SIM,0.000400,0.999940,0.664080
@@@SIM,0.000500,0.999900,0.649060
@@@SIM,0.000600,0.999860,0.636713
@@@SIM,0.000700,0.999840,0.625773
@@@SIM,0.000800,0.999840,0.614587
@@@SIM,0.000900,0.999760,0.605047
@@@SIM,0.001000,0.999760,0.596220
@@@SIM,0.001100,0.999720,0.588713
@@@SIM,0.001200,0.999720,0.581167
@@@SIM,0.001300,0.999700,0.574267
@@@SIM,0.001400,0.999660,0.567587
@@@SIM,0.001500,0.999660,0.561193
@@@SIM,0.001600,0.999660,0.555087
@@@SIM,0.001700,0.999640,0.549653
@@@SIM,0.001800,0.999620,0.544587
@@@SIM,0.001900,0.999600,0.539807
@@@SIM,0.002000,0.999600,0.534400
@@@SIM,0.002100,0.999560,0.529500
@@@SIM,0.002200,0.999520,0.524667
@@@SIM,0.002300,0.999500,0.520000
@@@SIM,0.002400,0.999480,0.515700
@@@SIM,0.002500,0.999460,0.511513
@@@SIM,0.002600,0.999440,0.507873
@@@SIM,0.002700,0.999420,0.504160
@@@SIM,0.002800,0.999400,0.500060
@@@SIM,0.002900,0.999380,0.496880
@@@SIM,0.003000,0.999360,0.493833
@@@SIM,0.003100,0.999360,0.490293
@@@SIM,0.003200,0.999340,0.486847
@@@SIM,0.003300,0.999320,0.483520
@@@SIM,0.003400,0.999280,0.479987
@@@SIM,0.003500,0.999220,0.476720
@@@SIM,0.003600,0.999200,0.473913
@@@SIM,0.003700,0.999160,0.470613
@@@SIM,0.003800,0.999100,0.467280
@@@SIM,0.003900,0.998980,0.464500
@@@SIM,0.004000,0.998940,0.461047
@@@SIM,0.004100,0.998900,0.458547
@@@SIM,0.004200,0.998840,0.455967
@@@SIM,0.004300,0.998800,0.453047
